feature,mean_feature_importance,sd_feature_importance,min_feature_importance,max_feature_importance,rank
embedding_mean_546,0.006350527431037057,0.0008355875121789173,0.0056609686753093125,0.007484521349563706,23
embedding_std_839,0.006182958592349322,0.001029517458771466,0.004944732416155333,0.00756257215399014,24
embedding_std_414,0.005986293060873814,0.001259476473043327,0.004514199257639861,0.007383133266830899,25
embedding_mean_165,0.005985455079474169,0.0020422521177523288,0.0035385795918937593,0.007913470894495633,26
embedding_mean_930,0.005931780841464921,0.0008678077390751724,0.004433433940612603,0.00664687931774182,27
embedding_mean_119,0.005881580994266079,0.002444876383696563,0.0017331903111709325,0.007664010990232042,28
embedding_mean_886,0.005805601878831588,0.0005391267205531597,0.004845387695961163,0.006130615673495402,29
embedding_mean_633,0.005796140321444252,0.0009593771380007058,0.004857061977293599,0.007143604668807101,30
embedding_std_783,0.005794322272967987,0.0024726492016024855,0.0032557631087109253,0.009055757285171882,31
embedding_mean_842,0.005772420642393935,0.0011482817653589285,0.0039131862895761755,0.007039453419470467,32
embedding_std_983,0.005675690475527929,0.0009568637096648328,0.00445594797478923,0.007118955843876757,33
embedding_mean_433,0.005623971261089117,0.0004894076394010898,0.00505012316574359,0.006177073387615618,34
embedding_mean_968,0.0051461945736797216,0.0013101041151111308,0.003423714121080583,0.006346880050823809,35
embedding_std_691,0.005029013320454285,0.0020806044140312587,0.0032713746396571103,0.00863492563804462,36
embedding_mean_159,0.004716140838241297,0.0012351134274690685,0.0028958620641141857,0.006132519074717351,37
embedding_mean_49,0.0046455980062546885,0.0015342915838800555,0.0025748714298378613,0.006782295576260785,38
embedding_std_89,0.004607195048732459,0.0012186162008139948,0.0027945623298400854,0.005895767550422115,39
embedding_mean_407,0.0045797181240895485,0.001538845939319783,0.002179726409474539,0.006449163939009368,40
embedding_mean_139,0.0045549828524332975,0.0014291751249102438,0.0022973347272273875,0.00586649452755465,41
embedding_mean_37,0.004467059865136214,0.0016644481707220207,0.0030416873679726206,0.007186491183700103,42
embedding_std_535,0.004459040916754522,0.0010864225839388342,0.0031175579764251542,0.005875647027572453,43
embedding_std_166,0.004453589513645735,0.0003453277671399279,0.004081699814232752,0.0048176282168639175,44
embedding_std_346,0.00433010648893767,0.0005186128069267784,0.003662920854483658,0.00499896782054235,45
embedding_mean_514,0.004264615549787633,0.001100134677696495,0.003286909468598054,0.0059951562361510785,46
embedding_std_768,0.0042554626896910515,0.0009090023217594014,0.003303922830414832,0.005670844465949895,47
embedding_mean_582,0.004160794147211043,0.0014366144942343873,0.002183019921992071,0.005536686082173942,48
