genotype,dry,fresh,water_frac,peak_dose
PI656101,-0.4527235893468085,-0.7725498835272648,-1.4439201535479396,0.0
PI656102,-0.5973205790463699,-0.6258102286857563,-0.1937405739835306,0.0
PI656103,-0.4814974546965891,-0.7762602609899677,-1.5871494801763817,2.0
PI656104,-0.9000093631612598,-0.9889878598253772,-1.0009661453772651,2.0
PI656105,-0.3969274061562237,-0.7288935684546753,-1.493439303155267,0.0
PI656106,0.0813221643580553,0.0550681830977373,0.2352866608596906,0.0
PI656107,1.9600715474964507,2.1600434921087297,0.8258438945988563,0.0
PI656108,-0.3765371750599697,-0.4616782044570564,-0.241307505967664,0.0
PI656109,-0.9907618646771108,-1.03216916159175,-1.3917534163438472,0.0
PI656110,-1.053490837212279,-1.0541813152288022,-0.5106160994449799,0.0
PI656111,0.2439460819604647,0.6245470621690153,1.2345359418834307,0.0
PI656112,0.0230073249943174,-0.4496455489403426,-1.6273851085228868,0.0
PI656113,-0.7484811461791809,-0.7438651279576105,-0.3470373543531754,2.0
PI656114,0.1955660716675082,0.0380887710884499,-0.0144563547683231,0.0
PI656115,-0.6580954267003392,-0.7630056732344207,-0.5844007649398979,0.0
PI656118,0.5660894764127217,0.4617874193650883,0.1539602895415791,0.0
PI656120,0.7855396783809252,0.7087359652242136,0.2814383890359451,0.0
PI656121,-0.8928306976445064,-1.0100648219701385,-0.9754040905627726,0.0
