image_id,ExG_P20_disease_pct,genotype,score_A,score_B,human_score
1405_LeafPhotoB_2025-09-08 09_59_35.657,0.04,PI533774,2,NA,2
1405_LeafPhotoB_2025-09-08 09_59_46.991,0.03,PI533774,1,1,1
1405_LeafPhotoB_2025-09-08 10_00_01.542,0.2,PI533774,1.5,1.5,1.5
1406_LeafPhotoA_2025-09-08 09_26_34.458,0.37,PI533991,2.5,NA,2.5
1406_LeafPhotoA_2025-09-08 09_26_44.592,0.03,PI533991,3,NA,3
1406_LeafPhotoA_2025-09-08 09_27_03.265,0.07,PI533991,2.5,NA,2.5
1406_LeafPhotoB_2025-09-08 10_00_25.514,0,PI533991,2.5,NA,2.5
1406_LeafPhotoB_2025-09-08 10_00_43.533,0.07,PI533991,2.5,NA,2.5
1406_LeafPhotoB_2025-09-08 10_00_56.678,0.15,PI533991,2.5,NA,2.5
1407_LeafPhotoA_2025-09-08 09_28_44.756,0,PI533984,1,NA,1
1407_LeafPhotoA_2025-09-08 09_28_58.311,0.01,PI533984,1,1,1
1407_LeafPhotoA_2025-09-08 09_29_28.229,0.04,PI533984,1,NA,1
1407_LeafPhotoB_2025-09-08 10_01_14.199,0.01,PI533984,1,NA,1
1407_LeafPhotoB_2025-09-08 10_01_37.190,0.02,PI533984,1,NA,1
1407_LeafPhotoB_2025-09-08 10_01_50.917,0.01,PI533984,1.5,1,1.25
1408_LeafPhotoA_2025-09-08 09_29_57.775,0.09,NA,1.5,NA,1.5
1408_LeafPhotoA_2025-09-08 09_30_10.265,0.02,NA,2.5,NA,2.5
1408_LeafPhotoA_2025-09-08 09_30_25.659,0.24,NA,2.5,NA,2.5
1408_LeafPhotoB_2025-09-08 10_02_06.407,0.62,NA,1.5,1.5,1.5
1408_LeafPhotoB_2025-09-08 10_02_25.946,0.01,NA,1.5,NA,1.5
1408_LeafPhotoB_2025-09-08 10_02_42.702,0,NA,2,NA,2
1409_LeafPhotoA_2025-09-08 09_30_48.724,0.06,PI656106,2,NA,2
1409_LeafPhotoA_2025-09-08 09_31_03.140,0.13,PI656106,2,NA,2
1409_LeafPhotoA_2025-09-08 09_31_25.793,0.24,PI656106,2.5,NA,2.5
1409_LeafPhotoB_2025-09-08 10_03_05.456,0.03,PI656106,2,NA,2
1409_LeafPhotoB_2025-09-08 10_03_16.957,0.03,PI656106,2.5,NA,2.5
1409_LeafPhotoB_2025-09-08 10_03_38.933,0.08,PI656106,2,NA,2
1410_LeafPhotoB_2025-09-08 10_04_25.839,0.16,PI533897,2.5,NA,2.5
1410_LeafPhotoB_2025-09-08 10_04_41.927,0.14,PI533897,2.5,NA,2.5
1410_LeafPhotoB_2025-09-08 10_04_58.302,0.31,PI533897,1.5,NA,1.5
1411_LeafPhotoA_2025-09-08 09_31_58.433,0.04,PI656001,2.5,NA,2.5
1411_LeafPhotoA_2025-09-08 09_32_12.507,0.21,PI656001,1.5,1.5,1.5
1411_LeafPhotoA_2025-09-08 09_32_24.163,0.09,PI656001,1.5,1.5,1.5
1411_LeafPhotoB_2025-09-08 10_05_13.598,0.11,PI656001,2,NA,2
1411_LeafPhotoB_2025-09-08 10_05_27.189,0.01,PI656001,1.5,1,1.25
1411_LeafPhotoB_2025-09-08 10_05_39.958,0.09,PI656001,2,NA,2
1412_LeafPhotoA_2025-09-08 09_32_54.115,0.08,PI655993,1,NA,1
1412_LeafPhotoA_2025-09-08 09_33_07.020,0.04,PI655993,1,NA,1
1412_LeafPhotoA_2025-09-08 09_33_17.239,0.01,PI655993,1.5,NA,1.5
1412_LeafPhotoB_2025-09-08 10_06_06.715,0.01,PI655993,1,NA,1
1412_LeafPhotoB_2025-09-08 10_06_24.412,0.02,PI655993,1.5,1,1.25
1412_LeafPhotoB_2025-09-08 10_06_46.177,0.05,PI655993,1.5,1,1.25
1413_LeafPhotoA_2025-09-08 09_34_55.801,0.89,PI533930,2.5,NA,2.5
1413_LeafPhotoA_2025-09-08 09_35_09.246,0.63,PI533930,1.5,2,1.75
1413_LeafPhotoA_2025-09-08 09_35_26.834,0.15,PI533930,1.5,2,1.75
1413_LeafPhotoB_2025-09-08 10_07_20.287,0.99,PI533930,2.5,NA,2.5
1413_LeafPhotoB_2025-09-08 10_07_33.536,0.58,PI533930,3,NA,3
1413_LeafPhotoB_2025-09-08 10_07_49.375,0.06,PI533930,2.5,NA,2.5
1414_LeafPhotoA_2025-09-08 09_35_54.943,1.85,PI540816,3.5,NA,3.5
1414_LeafPhotoA_2025-09-08 09_36_11.855,0.31,PI540816,2.5,NA,2.5
1414_LeafPhotoA_2025-09-08 09_36_43.216,0.08,PI540816,1.5,1.5,1.5
1414_LeafPhotoB_2025-09-08 10_08_06.102,0.36,PI540816,2.5,2,2.25
1414_LeafPhotoB_2025-09-08 10_08_19.101,0.39,PI540816,3,NA,3
1414_LeafPhotoB_2025-09-08 10_08_38.443,0.31,PI540816,3.5,NA,3.5
1415_LeafPhotoA_2025-09-08 09_36_57.692,0.2,PI534001,2.5,NA,2.5
1415_LeafPhotoA_2025-09-08 09_37_10.701,0.05,PI534001,2,NA,2
1415_LeafPhotoA_2025-09-08 09_37_26.969,0.54,PI534001,3,NA,3
1415_LeafPhotoB_2025-09-08 10_09_00.442,0,PI534001,2,NA,2
1415_LeafPhotoB_2025-09-08 10_09_27.941,0,PI534001,1.5,1,1.25
1415_LeafPhotoB_2025-09-08 10_09_42.773,0.07,PI534001,2,NA,2
1416_LeafPhotoA_2025-09-08 09_37_47.151,1.68,PI533803,3,NA,3
1416_LeafPhotoA_2025-09-08 09_38_03.624,0.79,PI533803,3,NA,3
1416_LeafPhotoA_2025-09-08 09_38_16.317,17.21,PI533803,3.5,NA,3.5
1416_LeafPhotoB_2025-09-08 10_10_04.086,1.93,PI533803,3.5,NA,3.5
1416_LeafPhotoB_2025-09-08 10_10_19.522,3.43,PI533803,3.5,NA,3.5
1416_LeafPhotoB_2025-09-08 10_10_32.046,0.44,PI533803,2.5,NA,2.5
1417_LeafPhotoA_2025-09-08 09_38_35.702,0.39,PI533983,3,NA,3
1417_LeafPhotoA_2025-09-08 09_38_47.982,0.75,PI533983,3,NA,3
1417_LeafPhotoA_2025-09-08 09_39_01.207,0.15,PI533983,1.5,NA,1.5
1417_LeafPhotoB_2025-09-08 10_10_54.682,0.24,PI533983,2,2.5,2.25
1417_LeafPhotoB_2025-09-08 10_11_12.838,0.14,PI533983,2.5,2.5,2.5
1417_LeafPhotoB_2025-09-08 10_11_25.439,0.14,PI533983,3,NA,3
1418_LeafPhotoA_2025-09-08 09_39_17.003,0.5,PI597976,2.5,NA,2.5
1418_LeafPhotoA_2025-09-08 09_39_31.263,0.25,PI597976,1.5,1.5,1.5
1418_LeafPhotoA_2025-09-08 09_39_53.374,0.1,PI597976,2.5,NA,2.5
1419_LeafPhotoA_2025-09-08 09_40_12.388,0.59,PI576392,2.5,NA,2.5
1419_LeafPhotoA_2025-09-08 09_40_27.704,0.85,PI576392,2,1.5,1.75
1419_LeafPhotoA_2025-09-08 09_40_43.829,1.23,PI576392,3,NA,3
1419_LeafPhotoB_2025-09-08 10_12_08.008,1.55,PI576392,2.5,NA,2.5
1419_LeafPhotoB_2025-09-08 10_12_32.466,0.39,PI576392,2.5,NA,2.5
1419_LeafPhotoB_2025-09-08 10_12_52.618,1.49,PI576392,2.5,NA,2.5
1420_LeafPhotoA_2025-09-08 09_41_06.140,0.02,PI656060,1,NA,1
1420_LeafPhotoA_2025-09-08 09_41_17.685,0.72,PI656060,2.5,NA,2.5
1420_LeafPhotoA_2025-09-08 09_41_34.659,0.41,PI656060,2.5,NA,2.5
1420_LeafPhotoB_2025-09-08 10_13_16.780,0.21,PI656060,2,1.5,1.75
1420_LeafPhotoB_2025-09-08 10_13_31.143,0.33,PI656060,2.5,NA,2.5
1420_LeafPhotoB_2025-09-08 10_13_43.282,0.82,PI656060,3,NA,3
1421_LeafPhotoA_2025-09-08 09_41_53.928,0.97,PI533808,3,NA,3
1421_LeafPhotoA_2025-09-08 09_42_19.629,0.9,PI533808,3,NA,3
1421_LeafPhotoA_2025-09-08 09_42_46.156,0.85,PI533808,3,NA,3
1421_LeafPhotoB_2025-09-08 10_14_05.185,0.62,PI533808,3,NA,3
1421_LeafPhotoB_2025-09-08 10_14_21.935,2.01,PI533808,3,NA,3
1421_LeafPhotoB_2025-09-08 10_14_32.969,1.45,PI533808,2,NA,2
1422_LeafPhotoA_2025-09-08 09_43_08.669,0.07,PI534123,3,NA,3
1422_LeafPhotoA_2025-09-08 09_43_34.234,3.03,PI534123,3,NA,3
1422_LeafPhotoA_2025-09-08 09_43_48.954,0.85,PI534123,3,NA,3
1422_LeafPhotoB_2025-09-08 10_14_53.433,0.39,PI534123,3.5,NA,3.5
1422_LeafPhotoB_2025-09-08 10_15_09.376,0.32,PI534123,3,NA,3
1422_LeafPhotoB_2025-09-08 10_15_27.896,0.39,PI534123,3,NA,3
1423_LeafPhotoA_2025-09-08 09_45_35.093,13.39,PI534142,3.5,NA,3.5
1423_LeafPhotoA_2025-09-08 09_45_44.647,33.45,PI534142,4,NA,4
1423_LeafPhotoA_2025-09-08 09_45_59.918,1.9,PI534142,3,NA,3
1423_LeafPhotoB_2025-09-08 10_15_40.160,3.64,PI534142,2.5,3.5,3
1423_LeafPhotoB_2025-09-08 10_16_01.096,0.21,PI534142,3,NA,3
1423_LeafPhotoB_2025-09-08 10_16_13.965,15.09,PI534142,3.5,NA,3.5
1425_LeafPhotoA_2025-09-08 09_46_43.037,0.51,PI655980,3,NA,3
1425_LeafPhotoA_2025-09-08 09_47_10.851,0.85,PI655980,3,NA,3
1425_LeafPhotoA_2025-09-08 09_47_28.860,0.08,PI655980,1.5,1.5,1.5
1425_LeafPhotoB_2025-09-08 10_17_50.975,0,PI655980,1.5,NA,1.5
1425_LeafPhotoB_2025-09-08 10_18_01.409,0.05,PI655980,2.5,NA,2.5
1425_LeafPhotoB_2025-09-08 10_18_14.226,0,PI655980,1,NA,1
1426_LeafPhotoA_2025-09-08 09_47_47.969,0.08,PI534010,1.5,NA,1.5
1426_LeafPhotoA_2025-09-08 09_48_15.272,0.04,PI534010,2.5,NA,2.5
1426_LeafPhotoA_2025-09-08 09_48_40.364,0.08,PI534010,2,NA,2
1426_LeafPhotoB_2025-09-08 10_18_43.819,0.07,PI534010,2,NA,2
1426_LeafPhotoB_2025-09-08 10_18_55.853,0.03,PI534010,1.5,NA,1.5
1426_LeafPhotoB_2025-09-08 10_19_14.970,0.4,PI534010,3,NA,3
1427_LeafPhotoA_2025-09-08 09_49_09.933,9.8,PI533905,1.5,NA,1.5
1427_LeafPhotoA_2025-09-08 09_49_32.229,5.68,PI533905,3.5,3,3.25
1427_LeafPhotoA_2025-09-08 09_50_09.893,1.04,PI533905,2,3,2.5
1427_LeafPhotoB_2025-09-08 10_19_32.588,3.02,PI533905,2,3.5,2.75
1427_LeafPhotoB_2025-09-08 10_19_51.875,5.43,PI533905,3.5,NA,3.5
1427_LeafPhotoB_2025-09-08 10_20_17.635,13.23,PI533905,3,1.5,2.25
1428_LeafPhotoA_2025-09-08 09_50_33.027,0.39,PI533886,2,2,2
1428_LeafPhotoA_2025-09-08 09_51_08.468,0.4,PI533886,1.5,NA,1.5
1428_LeafPhotoA_2025-09-08 09_51_33.104,0.06,PI533886,2,NA,2
1428_LeafPhotoB_2025-09-08 10_20_34.301,0.16,PI533886,3,NA,3
1428_LeafPhotoB_2025-09-08 10_20_44.859,0.1,PI533886,3,NA,3
1428_LeafPhotoB_2025-09-08 10_20_54.940,1.4,PI533886,1.5,1.5,1.5
1429_LeafPhotoB_2025-09-08 10_21_27.167,0,PI534158,2,NA,2
1429_LeafPhotoB_2025-09-08 10_21_45.012,0,PI534158,1.5,NA,1.5
1429_LeafPhotoB_2025-09-08 10_21_59.306,0,PI534158,2.5,NA,2.5
1430_LeafPhotoB_2025-09-08 10_22_13.491,0.38,PI656094,2.5,NA,2.5
1430_LeafPhotoB_2025-09-08 10_22_26.749,0.64,PI656094,2.5,NA,2.5
1430_LeafPhotoB_2025-09-08 10_22_40.647,0.99,PI656094,2.5,NA,2.5
1431_LeafPhotoB_2025-09-08 10_22_58.506,0.08,PI595711,2.5,NA,2.5
1431_LeafPhotoB_2025-09-08 10_23_11.656,0.15,PI595711,2,NA,2
1431_LeafPhotoB_2025-09-08 10_23_26.888,0.11,PI595711,2.5,NA,2.5
1432_LeafPhotoB_2025-09-08 10_23_48.158,0.09,PI655996,1.5,NA,1.5
1432_LeafPhotoB_2025-09-08 10_24_14.621,0.1,PI655996,1.5,NA,1.5
1432_LeafPhotoB_2025-09-08 10_24_34.385,0.02,PI655996,2.5,NA,2.5
1432_LeafPhotoB_2025-09-08 10_24_35.058,0.02,PI655996,3,NA,3
1433_LeafPhotoB_2025-09-08 10_24_54.548,0.01,NA,2,NA,2
1433_LeafPhotoB_2025-09-08 10_25_14.329,0.02,NA,2,NA,2
1433_LeafPhotoB_2025-09-08 10_25_25.543,0.01,NA,1,NA,1
1434_LeafPhotoB_2025-09-08 10_25_43.558,2.68,PI533831,2.5,NA,2.5
1434_LeafPhotoB_2025-09-08 10_25_56.347,0.19,PI533831,2,1.5,1.75
1434_LeafPhotoB_2025-09-08 10_26_11.159,0.07,PI533831,2,NA,2
1435_LeafPhotoB_2025-09-08 10_26_34.129,1.31,PI533942,3,NA,3
1435_LeafPhotoB_2025-09-08 10_27_06.390,1.36,PI533942,2.5,NA,2.5
1435_LeafPhotoB_2025-09-08 10_27_28.480,0.79,PI533942,2.5,NA,2.5
1437_LeafPhotoB_2025-09-08 10_27_55.443,0.46,PI576421,3,NA,3
1437_LeafPhotoB_2025-09-08 10_28_09.727,0.36,PI576421,1.5,2.5,2
1437_LeafPhotoB_2025-09-08 10_28_28.391,1.31,PI576421,2.5,NA,2.5
1438_LeafPhotoB_2025-09-08 10_28_46.756,0.86,PI655989,2,3,2.5
1438_LeafPhotoB_2025-09-08 10_28_59.226,1.48,PI655989,2.5,NA,2.5
1438_LeafPhotoB_2025-09-08 10_29_14.214,0.27,PI655989,2.5,NA,2.5
1439_LeafPhotoB_2025-09-08 10_29_31.631,0.08,PI576339,1,NA,1
1439_LeafPhotoB_2025-09-08 10_29_47.790,0.26,PI576339,1.5,NA,1.5
1439_LeafPhotoB_2025-09-08 10_30_09.882,0.3,PI576339,2.5,NA,2.5
1440_LeafPhotoB_2025-09-08 10_30_29.467,0.4,PI656020,3,NA,3
1440_LeafPhotoB_2025-09-08 10_30_46.051,8.16,PI656020,2.5,NA,2.5
1440_LeafPhotoB_2025-09-08 10_31_00.422,16.94,PI656020,2.5,NA,2.5
1442_LeafPhotoB_2025-09-08 10_31_26.108,0,PI533994,1.5,1,1.25
1442_LeafPhotoB_2025-09-08 10_31_39.975,0.03,PI533994,2,NA,2
1442_LeafPhotoB_2025-09-08 10_31_55.394,0,PI533994,1,NA,1
1443_LeafPhotoB_2025-09-08 10_32_09.583,0,PI153846,1.5,NA,1.5
1443_LeafPhotoB_2025-09-08 10_32_18.840,0.12,PI153846,1.5,NA,1.5
1443_LeafPhotoB_2025-09-08 10_32_32.870,0.21,PI153846,2.5,NA,2.5
1444_LeafPhotoB_2025-09-08 10_32_52.147,0.19,PI576387,2,NA,2
1444_LeafPhotoB_2025-09-08 10_33_04.036,0.22,PI576387,1.5,NA,1.5
1444_LeafPhotoB_2025-09-08 10_33_19.309,0,PI576387,2,NA,2
1445_LeafPhotoB_2025-09-08 10_33_50.397,0.02,PI576366,1.5,1.5,1.5
1445_LeafPhotoB_2025-09-08 10_34_39.346,0.05,PI576366,1.5,2,1.75
1445_LeafPhotoB_2025-09-08 10_34_53.870,0.06,PI576366,1.5,1.5,1.5
1446_LeafPhotoB_2025-09-08 10_35_11.158,0.01,PI533979,1,NA,1
1446_LeafPhotoB_2025-09-08 10_35_24.930,0,PI533979,1,NA,1
1446_LeafPhotoB_2025-09-08 10_35_35.863,0.11,PI533979,2.5,NA,2.5
1447_LeafPhotoB_2025-09-08 10_35_48.540,0.21,PI153844,2,NA,2
1447_LeafPhotoB_2025-09-08 10_35_59.468,0.19,PI153844,2,NA,2
1447_LeafPhotoB_2025-09-08 10_36_13.275,0.03,PI153844,2.5,NA,2.5
1449_LeafPhotoB_2025-09-08 10_36_57.248,0.07,SC0463,2.5,NA,2.5
1449_LeafPhotoB_2025-09-08 10_37_14.657,0.79,SC0463,2.5,NA,2.5
1449_LeafPhotoB_2025-09-08 10_37_44.031,0.46,SC0463,2,2,2
1450_LeafPhotoB_2025-09-08 10_38_14.719,0.08,PI534128,2.5,NA,2.5
1450_LeafPhotoB_2025-09-08 10_38_28.773,0.12,PI534128,3,NA,3
1450_LeafPhotoB_2025-09-08 10_38_42.061,0.01,PI534128,3,NA,3
1451_LeafPhotoB_2025-09-08 12_26_52.151,0.05,PI534017,2,NA,2
1451_LeafPhotoB_2025-09-08 12_27_08.432,0.18,PI534017,2,NA,2
1451_LeafPhotoB_2025-09-08 12_27_31.222,3.03,PI534017,2.5,NA,2.5
1452_LeafPhotoB_2025-09-08 12_28_04.292,0,PI533794,2,NA,2
1452_LeafPhotoB_2025-09-08 12_28_18.852,0,PI533794,1.5,NA,1.5
1452_LeafPhotoB_2025-09-08 12_28_36.613,0.01,PI533794,1,1,1
1453_LeafPhotoB_2025-09-08 12_28_55.069,0,PI533964,1.5,NA,1.5
1453_LeafPhotoB_2025-09-08 12_29_19.500,0,PI533964,1.5,NA,1.5
1453_LeafPhotoB_2025-09-08 12_29_33.966,0,PI533964,1.5,NA,1.5
1454_LeafPhotoB_2025-09-08 12_30_04.447,0.27,PI534039,2,NA,2
1454_LeafPhotoB_2025-09-08 12_30_18.686,0.43,PI534039,3,NA,3
1454_LeafPhotoB_2025-09-08 12_30_37.592,0.76,PI534039,3,NA,3
1455_LeafPhotoB_2025-09-08 12_30_57.508,0,PI656034,1,NA,1
1455_LeafPhotoB_2025-09-08 12_31_16.896,0.01,PI656034,1.5,NA,1.5
1455_LeafPhotoB_2025-09-08 12_31_33.579,0,PI656034,1.5,NA,1.5
1456_LeafPhotoB_2025-09-08 12_32_10.307,0,SC0191,1.5,NA,1.5
1456_LeafPhotoB_2025-09-08 12_32_32.393,0,SC0191,1.5,1,1.25
1456_LeafPhotoB_2025-09-08 12_32_43.034,0.8,SC0191,3.5,NA,3.5
1457_LeafPhotoB_2025-09-08 12_33_18.791,1.47,NA,2.5,NA,2.5
1457_LeafPhotoB_2025-09-08 12_33_31.319,1.76,NA,2,2,2
1457_LeafPhotoB_2025-09-08 12_33_49.003,1.28,NA,3,NA,3
1458_LeafPhotoB_2025-09-08 12_34_05.630,26.26,SC0297,3.5,NA,3.5
1458_LeafPhotoB_2025-09-08 12_34_26.038,64.91,SC0297,4.5,NA,4.5
1458_LeafPhotoB_2025-09-08 12_34_59.608,24.59,SC0297,3.5,NA,3.5
1459_LeafPhotoB_2025-09-08 12_35_29.491,35.68,PI533904,3,2,2.5
1459_LeafPhotoB_2025-09-08 12_35_52.246,13.47,PI533904,2.5,NA,2.5
1459_LeafPhotoB_2025-09-08 12_36_19.960,40.32,PI533904,4,2,3
1460_LeafPhotoB_2025-09-08 12_36_50.012,0.44,PI595743,3,NA,3
1460_LeafPhotoB_2025-09-08 12_37_07.076,33.39,PI595743,2,NA,2
1460_LeafPhotoB_2025-09-08 12_37_19.999,5.33,PI595743,3.5,NA,3.5
1461_LeafPhotoB_2025-09-08 16_23_03.412,1.62,NA,2,NA,2
1461_LeafPhotoB_2025-09-08 16_23_38.151,2.28,NA,2.5,NA,2.5
1462_LeafPhotoB_2025-09-08 16_26_18.579,0.02,PI534054,1.5,1,1.25
1462_LeafPhotoB_2025-09-08 16_26_32.765,0.03,PI534054,1.5,NA,1.5
1462_LeafPhotoB_2025-09-08 16_26_49.146,0.48,PI534054,3,NA,3
1463_LeafPhotoB_2025-09-08 16_27_04.088,0.01,PI561073,1,NA,1
1463_LeafPhotoB_2025-09-08 16_27_20.224,0.04,PI561073,1.5,NA,1.5
1463_LeafPhotoB_2025-09-08 16_27_34.797,0.04,PI561073,2,NA,2
1464_LeafPhotoB_2025-09-08 16_27_57.851,13.05,PI534034,2.5,1,1.75
1464_LeafPhotoB_2025-09-08 16_28_08.137,0.63,PI534034,2.5,NA,2.5
1464_LeafPhotoB_2025-09-08 16_28_20.275,2.42,PI534034,2.5,NA,2.5
1465_LeafPhotoB_2025-09-08 16_28_36.566,0.77,PI597958,2,NA,2
1465_LeafPhotoB_2025-09-08 16_28_56.144,0.04,PI597958,1.5,NA,1.5
1465_LeafPhotoB_2025-09-08 16_29_10.998,0.02,PI597958,2,NA,2
1466_LeafPhotoB_2025-09-08 16_29_29.831,0.02,PI656100,2.5,1.5,2
1466_LeafPhotoB_2025-09-08 16_29_39.552,0.01,PI656100,1.5,1,1.25
1466_LeafPhotoB_2025-09-08 16_29_40.288,0.01,PI656100,1.5,NA,1.5
1466_LeafPhotoB_2025-09-08 16_29_52.930,0.02,PI656100,2,NA,2
1467_LeafPhotoB_2025-09-08 16_30_05.950,0.13,NA,1.5,NA,1.5
1467_LeafPhotoB_2025-09-08 16_30_17.890,0.05,NA,1.5,NA,1.5
1467_LeafPhotoB_2025-09-08 16_30_30.667,0.8,NA,2,2,2
1468_LeafPhotoB_2025-09-08 16_30_51.912,0.04,SC0618,2,NA,2
1468_LeafPhotoB_2025-09-08 16_31_09.404,0.08,SC0618,1.5,1,1.25
1468_LeafPhotoB_2025-09-08 16_31_26.894,0.11,SC0618,1.5,1,1.25
1469_LeafPhotoB_2025-09-08 16_35_32.382,0,PI656054,1,1,1
1469_LeafPhotoB_2025-09-08 16_35_58.479,0,PI656054,1.5,NA,1.5
1469_LeafPhotoB_2025-09-08 16_36_09.551,0,PI656054,1,NA,1
1470_LeafPhotoB_2025-09-08 16_36_29.530,0,PI656036,1,NA,1
1470_LeafPhotoB_2025-09-08 16_36_49.715,0.01,PI656036,1,NA,1
1470_LeafPhotoB_2025-09-08 16_37_07.996,0,PI656036,1,NA,1
1471_LeafPhotoB_2025-09-08 16_37_30.951,0.18,PI533765,3,NA,3
1471_LeafPhotoB_2025-09-08 16_37_42.651,2.38,PI533765,3,NA,3
1471_LeafPhotoB_2025-09-08 16_38_00.298,2.95,PI533765,3.5,NA,3.5
1472_LeafPhotoB_2025-09-08 16_38_16.048,0.11,PI48770,2.5,NA,2.5
1472_LeafPhotoB_2025-09-08 16_38_48.113,0.26,PI48770,1.5,1.5,1.5
1472_LeafPhotoB_2025-09-08 16_38_58.831,3.93,PI48770,3,2.5,2.75
1473_LeafPhotoB_2025-09-08 16_39_20.032,0.11,SC0263,1.5,NA,1.5
1473_LeafPhotoB_2025-09-08 16_39_33.249,0.01,SC0263,2.5,NA,2.5
1473_LeafPhotoB_2025-09-08 16_40_01.080,0.03,SC0263,1.5,NA,1.5
1474_LeafPhotoB_2025-09-08 16_40_18.602,0.87,PI597966,2.5,NA,2.5
1474_LeafPhotoB_2025-09-08 16_40_31.348,0.2,PI597966,3,NA,3
1474_LeafPhotoB_2025-09-08 16_40_44.789,0.38,PI597966,2,NA,2
1476_LeafPhotoB_2025-09-08 16_41_16.108,0.37,PI533987,1.5,NA,1.5
1476_LeafPhotoB_2025-09-08 16_41_31.914,0.1,PI533987,2.5,NA,2.5
1476_LeafPhotoB_2025-09-08 16_41_47.993,0.05,PI533987,2,NA,2
1477_LeafPhotoB_2025-09-08 16_42_07.762,0.1,PI656118,1.5,NA,1.5
1477_LeafPhotoB_2025-09-08 16_42_21.068,0.03,PI656118,2,NA,2
1477_LeafPhotoB_2025-09-08 16_42_33.646,0,PI656118,1.5,NA,1.5
1478_LeafPhotoB_2025-09-08 16_42_49.010,0.04,PI534136,2,NA,2
1478_LeafPhotoB_2025-09-08 16_42_58.947,0,PI534136,1.5,NA,1.5
1478_LeafPhotoB_2025-09-08 16_43_12.786,0.01,PI534136,1.5,NA,1.5
1479_LeafPhotoB_2025-09-08 16_43_30.857,0.78,PI576409,2,1.5,1.75
1479_LeafPhotoB_2025-09-08 16_43_43.184,0.4,PI576409,2.5,NA,2.5
1479_LeafPhotoB_2025-09-08 16_43_58.192,0.49,PI576409,2,2.5,2.25
1480_LeafPhotoB_2025-09-08 16_44_17.993,0.07,PI595724,3,NA,3
1480_LeafPhotoB_2025-09-08 16_44_45.429,0.02,PI595724,1.5,2,1.75
1480_LeafPhotoB_2025-09-08 16_45_21.155,0.04,PI595724,1.5,1.5,1.5
1481_LeafPhotoB_2025-09-08 16_45_59.268,0.82,PI576402,2.5,NA,2.5
1481_LeafPhotoB_2025-09-08 16_46_18.777,0.59,PI576402,2.5,NA,2.5
1481_LeafPhotoB_2025-09-08 16_46_46.962,0.2,PI576402,1.5,NA,1.5
1482_LeafPhotoB_2025-09-08 16_47_26.736,0.22,PI534159,3,NA,3
1482_LeafPhotoB_2025-09-08 16_47_43.625,0.04,PI534159,1.5,NA,1.5
1482_LeafPhotoB_2025-09-08 16_48_03.824,0.03,PI534159,2,NA,2
1483_LeafPhotoB_2025-09-08 16_48_19.448,0.22,PI534076,1.5,NA,1.5
1483_LeafPhotoB_2025-09-08 16_48_33.487,0.25,PI534076,1.5,1,1.25
1483_LeafPhotoB_2025-09-08 16_48_47.018,0.12,PI534076,1.5,2,1.75
1484_LeafPhotoB_2025-09-08 16_49_07.005,0.18,PI534094,2.5,NA,2.5
1484_LeafPhotoB_2025-09-08 16_49_20.878,0.2,PI534094,2,NA,2
1484_LeafPhotoB_2025-09-08 16_49_33.890,0.4,PI534094,2.5,NA,2.5
1485_LeafPhotoB_2025-09-08 16_49_47.906,0.14,PI534056,2.5,NA,2.5
1485_LeafPhotoB_2025-09-08 16_50_02.303,0.01,PI534056,2.5,NA,2.5
1485_LeafPhotoB_2025-09-08 16_50_12.154,0.18,PI534056,3.5,NA,3.5
1486_LeafPhotoB_2025-09-08 16_50_43.463,0.14,PI534106,2.5,NA,2.5
1486_LeafPhotoB_2025-09-08 16_50_58.987,0.17,PI534106,1.5,NA,1.5
1486_LeafPhotoB_2025-09-08 16_51_13.008,0.28,PI534106,3,NA,3
1487_LeafPhotoB_2025-09-08 16_51_33.738,0.03,PI533834,1.5,2,1.75
1487_LeafPhotoB_2025-09-08 16_51_50.666,0.02,PI533834,2,NA,2
1487_LeafPhotoB_2025-09-08 16_52_05.100,0,PI533834,2,NA,2
1488_LeafPhotoB_2025-09-08 16_52_22.057,0.31,PI533781,3,NA,3
1488_LeafPhotoB_2025-09-08 16_52_36.463,5.24,PI533781,2.5,3,2.75
1488_LeafPhotoB_2025-09-08 16_52_49.070,0.49,PI533781,3,NA,3
1489_LeafPhotoB_2025-09-08 16_53_08.357,1.33,PI533935,3,NA,3
1489_LeafPhotoB_2025-09-08 16_53_25.071,12.75,PI533935,3.5,NA,3.5
1489_LeafPhotoB_2025-09-08 16_53_25.747,12.8,PI533935,3.5,NA,3.5
1489_LeafPhotoB_2025-09-08 16_53_40.419,2.2,PI533935,2.5,NA,2.5
1490_LeafPhotoB_2025-09-08 16_54_04.216,0.28,PI613536,2.5,NA,2.5
1490_LeafPhotoB_2025-09-08 16_54_17.946,0.03,PI613536,2.5,NA,2.5
1490_LeafPhotoB_2025-09-08 16_54_44.052,0.06,PI613536,1.5,1.5,1.5
1491_LeafPhotoB_2025-09-08 16_54_59.348,1.63,PI533953,3.5,NA,3.5
1491_LeafPhotoB_2025-09-08 16_55_16.219,0.33,PI533953,3,NA,3
1491_LeafPhotoB_2025-09-08 16_55_33.374,1.01,PI533953,3,NA,3
1492_LeafPhotoB_2025-09-08 16_55_50.896,0.08,NA,2,NA,2
1492_LeafPhotoB_2025-09-08 16_56_04.972,0.04,NA,1.5,1.5,1.5
