image_id,ExG_P20_disease_pct,genotype,score_A,score_B,human_score
2646_LeafPhotoA_2025-09-09 11_28_54.998,1.99,PI595723,2.5,NA,2.5
2646_LeafPhotoA_2025-09-09 11_29_11.117,3.33,PI595723,2.5,NA,2.5
2648_LeafPhotoA_2025-09-09 11_26_35.297,0.14,PI534131,2,NA,2
2648_LeafPhotoA_2025-09-09 11_26_52.423,0.34,PI534131,2,1.5,1.75
2648_LeafPhotoA_2025-09-09 11_27_06.528,0.13,PI534131,1.5,1,1.25
2649_LeafPhotoA_2025-09-09 11_25_48.055,5.07,PI656077,2.5,NA,2.5
2649_LeafPhotoA_2025-09-09 11_26_00.362,0.44,PI656077,2.5,2,2.25
2649_LeafPhotoA_2025-09-09 11_26_12.925,4.82,PI656077,3,3,3
2650_LeafPhotoA_2025-09-09 11_24_20.852,0.03,PI534045,1,1,1
2650_LeafPhotoA_2025-09-09 11_24_34.938,0.01,PI534045,1.5,NA,1.5
2650_LeafPhotoA_2025-09-09 11_25_02.540,0,PI534045,1.5,NA,1.5
2651_LeafPhotoA_2025-09-09 11_24_51.588,9.78,PI656063,3.5,NA,3.5
2651_LeafPhotoA_2025-09-09 11_25_09.613,21.26,PI656063,4.5,NA,4.5
2652_LeafPhotoA_2025-09-09 11_26_03.712,2.16,PI329440,3,3,3
2652_LeafPhotoA_2025-09-09 11_26_15.311,7.99,PI329440,3,3.5,3.25
2652_LeafPhotoA_2025-09-09 11_26_57.371,0.54,PI329440,3,2.5,2.75
2652_LeafPhotoA_2025-09-09 11_27_07.178,0.16,PI329440,2,NA,2
2652_LeafPhotoA_2025-09-09 11_27_15.367,1.54,PI329440,2.5,NA,2.5
2654_LeafPhotoA_2025-09-09 11_27_41.628,1.98,PI597975,2,2.5,2.25
2654_LeafPhotoA_2025-09-09 11_28_05.595,3.19,PI597975,3.5,NA,3.5
2654_LeafPhotoA_2025-09-09 11_28_16.359,4.44,PI597975,3,NA,3
2655_LeafPhotoA_2025-09-09 11_28_45.306,0.4,PI655988,2.5,NA,2.5
2655_LeafPhotoA_2025-09-09 11_28_54.713,2.95,PI655988,3,NA,3
2655_LeafPhotoA_2025-09-09 11_29_02.979,0.11,PI655988,1.5,1,1.25
2656_LeafPhotoA_2025-09-09 11_29_40.243,0.3,PI533991,3,NA,3
2656_LeafPhotoA_2025-09-09 11_29_51.657,0.68,PI533991,2,3,2.5
2656_LeafPhotoA_2025-09-09 11_30_02.897,4.48,PI533991,2.5,1.5,2
2657_LeafPhotoA_2025-09-09 11_30_26.164,7.79,PI533952,3,3,3
2657_LeafPhotoA_2025-09-09 11_30_34.759,7.76,PI533952,3.5,NA,3.5
2657_LeafPhotoA_2025-09-09 11_30_43.745,13.42,PI533952,4.5,NA,4.5
2658_LeafPhotoA_2025-09-09 11_31_38.776,0.26,PI656032,2.5,NA,2.5
2658_LeafPhotoA_2025-09-09 11_31_47.212,0.33,PI656032,2.5,NA,2.5
2659_LeafPhotoA_2025-09-09 11_32_14.964,0.02,PI656053,2,NA,2
2660_LeafPhotoA_2025-09-09 11_32_52.703,29.65,SC1193,4,NA,4
2660_LeafPhotoA_2025-09-09 11_33_03.024,8.08,SC1193,3.5,NA,3.5
2660_LeafPhotoA_2025-09-09 11_33_11.679,9.53,SC1193,3,NA,3
2661_LeafPhotoA_2025-09-09 11_33_47.885,39.62,PI595700,4.5,NA,4.5
2661_LeafPhotoA_2025-09-09 11_33_59.084,9.13,PI595700,3,NA,3
2661_LeafPhotoA_2025-09-09 11_34_08.781,3.54,PI595700,3,NA,3
2662_LeafPhotoA_2025-09-09 11_35_09.264,1.58,PI576356,2.5,2,2.25
2662_LeafPhotoA_2025-09-09 11_35_19.193,0.23,PI576356,2,NA,2
2662_LeafPhotoA_2025-09-09 11_35_27.644,2.65,PI576356,3.5,3.5,3.5
2663_LeafPhotoA_2025-09-09 11_35_58.368,6.76,PI656061,3.5,NA,3.5
2663_LeafPhotoA_2025-09-09 11_36_07.757,23.47,PI656061,3,NA,3
2663_LeafPhotoA_2025-09-09 11_36_17.664,0.38,PI656061,2.5,NA,2.5
2664_LeafPhotoA_2025-09-09 11_37_07.892,0.09,PI656057,2,NA,2
2664_LeafPhotoA_2025-09-09 11_37_21.882,0.32,PI656057,2.5,3,2.75
2664_LeafPhotoA_2025-09-09 11_37_29.251,1.12,PI656057,2,2,2
2665_LeafPhotoA_2025-09-09 11_37_53.158,15.5,PI533849,4,NA,4
2665_LeafPhotoA_2025-09-09 11_38_04.733,5,PI533849,3.5,NA,3.5
2665_LeafPhotoA_2025-09-09 11_38_13.083,24.69,PI533849,4,NA,4
2666_LeafPhotoA_2025-09-09 11_39_15.175,0.59,PI595717,2.5,2.5,2.5
2666_LeafPhotoA_2025-09-09 11_39_27.702,0.96,PI595717,3,NA,3
2667_LeafPhotoA_2025-09-09 11_40_29.802,0.23,PI533822,2.5,NA,2.5
2667_LeafPhotoA_2025-09-09 11_40_46.518,0.08,PI533822,2.5,NA,2.5
2667_LeafPhotoA_2025-09-09 11_40_56.484,0.54,PI533822,3,NA,3
2668_LeafPhotoA_2025-09-09 11_41_41.343,44.39,PI533829,5,NA,5
2668_LeafPhotoA_2025-09-09 11_41_58.060,10.77,PI533829,3.5,NA,3.5
2668_LeafPhotoA_2025-09-09 11_42_13.435,10.59,PI533829,3,NA,3
2669_LeafPhotoA_2025-09-09 11_42_55.786,45.7,PI656025,4,NA,4
2669_LeafPhotoA_2025-09-09 11_43_06.835,42.79,PI656025,5,NA,5
2669_LeafPhotoA_2025-09-09 11_43_16.485,17.22,PI656025,3.5,NA,3.5
2670_LeafPhotoA_2025-09-09 11_44_02.746,44.67,PI534023,4.5,NA,4.5
2670_LeafPhotoA_2025-09-09 11_44_17.139,66.79,PI534023,5,NA,5
2670_LeafPhotoA_2025-09-09 11_44_27.608,10.18,PI534023,3.5,NA,3.5
2671_LeafPhotoA_2025-09-09 11_45_10.930,30.73,PI533862,3.5,4,3.75
2671_LeafPhotoA_2025-09-09 11_45_24.152,33.01,PI533862,4.5,NA,4.5
2671_LeafPhotoA_2025-09-09 11_45_37.038,30.97,PI533862,4,5,4.5
2672_LeafPhotoA_2025-09-09 11_46_26.263,1.58,NA,3,NA,3
2672_LeafPhotoA_2025-09-09 11_46_40.643,1.07,NA,2,2,2
2672_LeafPhotoA_2025-09-09 11_46_50.393,0.6,NA,2.5,NA,2.5
2673_LeafPhotoA_2025-09-09 11_11_18.428,0.01,PI561472,1,1,1
2673_LeafPhotoA_2025-09-09 11_11_36.385,0.02,PI561472,1,NA,1
2673_LeafPhotoA_2025-09-09 11_11_55.379,0,PI561472,1,NA,1
2674_LeafPhotoA_2025-09-09 11_10_09.426,0.01,PI534047,2,NA,2
2674_LeafPhotoA_2025-09-09 11_10_28.971,0.17,PI534047,3,NA,3
2674_LeafPhotoA_2025-09-09 11_10_47.957,0.29,PI534047,2.5,NA,2.5
2675_LeafPhotoA_2025-09-09 11_08_49.008,0.12,PI576365,2,NA,2
2675_LeafPhotoA_2025-09-09 11_09_07.955,0.37,PI576365,1.5,2.5,2
2675_LeafPhotoA_2025-09-09 11_09_26.132,0.08,PI576365,1.5,NA,1.5
2676_LeafPhotoA_2025-09-09 11_07_08.920,0.33,NA,2,NA,2
2676_LeafPhotoA_2025-09-09 11_07_43.952,0.22,NA,1.5,NA,1.5
2676_LeafPhotoA_2025-09-09 11_08_09.880,0.23,NA,1.5,NA,1.5
2677_LeafPhotoA_2025-09-09 11_05_42.041,0.37,PI597969,2.5,NA,2.5
2677_LeafPhotoA_2025-09-09 11_05_57.824,0.07,PI597969,2.5,NA,2.5
2677_LeafPhotoA_2025-09-09 11_06_22.531,19.64,PI597969,1.5,NA,1.5
2678_LeafPhotoA_2025-09-09 11_04_09.961,7.15,PI595708,3,1,2
2678_LeafPhotoA_2025-09-09 11_04_41.551,23.57,PI595708,3,1,2
2678_LeafPhotoA_2025-09-09 11_04_59.423,10.22,PI595708,3.5,NA,3.5
2679_LeafPhotoA_2025-09-09 11_03_11.295,0.05,PI533865,1.5,NA,1.5
2679_LeafPhotoA_2025-09-09 11_03_30.053,0.01,PI533865,1.5,NA,1.5
2679_LeafPhotoA_2025-09-09 11_03_49.837,0.13,PI533865,2,NA,2
2680_LeafPhotoA_2025-09-09 11_01_52.276,3.36,PI534092,2,NA,2
2680_LeafPhotoA_2025-09-09 11_02_16.370,4.72,PI534092,3,3,3
2680_LeafPhotoA_2025-09-09 11_02_40.155,2.42,PI534092,3,NA,3
2681_LeafPhotoA_2025-09-09 11_00_45.617,0.05,PI656007,1.5,NA,1.5
2681_LeafPhotoA_2025-09-09 11_01_00.524,0.9,PI656007,2.5,NA,2.5
2681_LeafPhotoA_2025-09-09 11_01_20.135,0.69,PI656007,3,NA,3
2682_LeafPhotoA_2025-09-09 10_59_28.941,0.14,PI533995,1.5,NA,1.5
2682_LeafPhotoA_2025-09-09 10_59_57.177,13.98,PI533995,2.5,NA,2.5
2682_LeafPhotoA_2025-09-09 11_00_18.602,0.52,PI533995,1.5,NA,1.5
2683_LeafPhotoA_2025-09-09 10_58_14.933,0.45,PI595746,1.5,NA,1.5
2683_LeafPhotoA_2025-09-09 10_58_36.510,10.22,PI595746,3,NA,3
2683_LeafPhotoA_2025-09-09 10_58_56.882,15.77,PI595746,1,1,1
2684_LeafPhotoA_2025-09-09 10_52_13.899,0.56,PI595729,2,NA,2
2684_LeafPhotoA_2025-09-09 10_52_49.058,10.15,PI595729,2.5,NA,2.5
2684_LeafPhotoA_2025-09-09 10_53_05.875,1.12,PI595729,2,NA,2
2685_LeafPhotoA_2025-09-09 10_50_03.056,0.15,PI534035,3,NA,3
2685_LeafPhotoA_2025-09-09 10_50_31.334,1.05,PI534035,2,2.5,2.25
2685_LeafPhotoA_2025-09-09 10_50_55.356,13.59,PI534035,3,NA,3
2686_LeafPhotoA_2025-09-09 10_48_10.419,8.74,PI656088,3,3,3
2686_LeafPhotoA_2025-09-09 10_49_18.309,2.55,PI656088,2.5,NA,2.5
2687_LeafPhotoA_2025-09-09 10_46_37.263,12.44,PI576358,2.5,NA,2.5
2687_LeafPhotoA_2025-09-09 10_47_11.070,0.13,PI576358,1,1,1
2688_LeafPhotoA_2025-09-09 10_45_02.207,5.08,SC0041,1.5,NA,1.5
2688_LeafPhotoA_2025-09-09 10_45_28.153,0.17,SC0041,1,NA,1
2688_LeafPhotoA_2025-09-09 10_46_08.641,0.73,SC0041,2,NA,2
2689_LeafPhotoA_2025-09-09 10_43_51.800,1.16,NA,1.5,1,1.25
2689_LeafPhotoA_2025-09-09 10_44_14.034,9.91,NA,2.5,NA,2.5
2689_LeafPhotoA_2025-09-09 10_44_36.223,0.3,NA,1.5,1,1.25
2690_LeafPhotoA_2025-09-09 10_42_26.059,10.73,PI597980,1.5,1.5,1.5
2690_LeafPhotoA_2025-09-09 10_42_46.845,12.57,PI597980,2.5,NA,2.5
2690_LeafPhotoA_2025-09-09 10_43_06.625,15.7,PI597980,3,NA,3
2691_LeafPhotoA_2025-09-09 10_41_04.176,0.22,PI576435,1.5,NA,1.5
2691_LeafPhotoA_2025-09-09 10_41_20.472,0.11,PI576435,2.5,NA,2.5
2691_LeafPhotoA_2025-09-09 10_41_36.763,1.66,PI576435,2.5,NA,2.5
2692_LeafPhotoA_2025-09-09 10_39_36.661,0.25,PI576389,1.5,1,1.25
2692_LeafPhotoA_2025-09-09 10_39_58.111,0.1,PI576389,1,NA,1
2692_LeafPhotoA_2025-09-09 10_40_14.979,0.14,PI576389,2,NA,2
2693_LeafPhotoA_2025-09-09 10_37_58.417,0.81,SC0249,2,1,1.5
2693_LeafPhotoA_2025-09-09 10_38_35.796,0.01,SC0249,1.5,2,1.75
2693_LeafPhotoA_2025-09-09 10_39_10.391,0.5,SC0249,2.5,NA,2.5
2694_LeafPhotoA_2025-09-09 10_36_13.341,0.37,PI534056,1.5,NA,1.5
2694_LeafPhotoA_2025-09-09 10_36_29.129,0.07,PI534056,2.5,NA,2.5
2694_LeafPhotoA_2025-09-09 10_36_57.596,0.19,PI534056,2,2,2
2695_LeafPhotoA_2025-09-09 10_34_35.123,0.01,PI534132,1.5,NA,1.5
2695_LeafPhotoA_2025-09-09 10_35_14.008,0.07,PI534132,1,NA,1
2695_LeafPhotoA_2025-09-09 10_35_38.136,0.02,PI534132,1,NA,1
2696_LeafPhotoA_2025-09-09 10_32_49.629,0.22,PI656113,2.5,NA,2.5
2696_LeafPhotoA_2025-09-09 10_33_32.870,0.6,PI656113,3.5,NA,3.5
2696_LeafPhotoA_2025-09-09 10_34_00.698,3.02,PI656113,3,NA,3
2697_LeafPhotoA_2025-09-09 10_31_09.373,12.94,SC0448,2.5,NA,2.5
2697_LeafPhotoA_2025-09-09 10_31_30.542,0.12,SC0448,2,NA,2
2697_LeafPhotoA_2025-09-09 10_31_56.386,0.21,SC0448,2.5,NA,2.5
2698_LeafPhotoA_2025-09-09 10_28_27.500,2.49,PI595703,3,NA,3
2698_LeafPhotoA_2025-09-09 10_29_05.967,7.8,PI595703,2.5,NA,2.5
2698_LeafPhotoA_2025-09-09 10_30_06.460,1.55,PI595703,2,NA,2
2698_LeafPhotoA_2025-09-09 10_30_46.723,0.02,PI595703,2,NA,2
2699_LeafPhotoA_2025-09-09 10_27_27.811,4.08,PI597974,2.5,3.5,3
2699_LeafPhotoA_2025-09-09 10_27_44.456,6.86,PI597974,2.5,NA,2.5
2699_LeafPhotoA_2025-09-09 10_27_59.712,7.62,PI597974,3.5,NA,3.5
2701_LeafPhotoA_2025-09-09 10_13_21.986,0.02,SC1216,3,NA,3
2701_LeafPhotoA_2025-09-09 10_13_36.912,9.17,SC1216,4,NA,4
2701_LeafPhotoA_2025-09-09 10_13_51.959,0.01,SC1216,2.5,NA,2.5
2702_LeafPhotoA_2025-09-09 10_14_43.297,1.9,NA,2.5,NA,2.5
2702_LeafPhotoA_2025-09-09 10_14_59.550,13.8,NA,2.5,NA,2.5
2702_LeafPhotoA_2025-09-09 10_15_13.481,2.78,NA,3.5,NA,3.5
2703_LeafPhotoA_2025-09-09 10_15_56.392,46.22,PI533873,3.5,5,4.25
2703_LeafPhotoA_2025-09-09 10_16_12.643,7.61,PI533873,2.5,NA,2.5
2703_LeafPhotoA_2025-09-09 10_16_25.928,0.53,PI533873,2.5,NA,2.5
2704_LeafPhotoA_2025-09-09 10_17_28.444,0.04,PI655977,2.5,NA,2.5
2704_LeafPhotoA_2025-09-09 10_17_41.351,0.44,PI655977,3,NA,3
2704_LeafPhotoA_2025-09-09 10_17_55.823,1.61,PI655977,2.5,NA,2.5
2705_LeafPhotoA_2025-09-09 10_18_58.628,3.63,PI659696,3.5,NA,3.5
2705_LeafPhotoA_2025-09-09 10_19_11.905,1.48,PI659696,1.5,NA,1.5
2705_LeafPhotoA_2025-09-09 10_19_54.020,0.49,PI659696,1.5,1,1.25
2706_LeafPhotoA_2025-09-09 10_21_29.913,7.54,PI533807,3.5,3.5,3.5
2706_LeafPhotoA_2025-09-09 10_22_00.716,0.26,PI533807,3,NA,3
2707_LeafPhotoA_2025-09-09 10_22_49.647,1.06,PI534080,3,NA,3
2707_LeafPhotoA_2025-09-09 10_23_04.383,1.16,PI534080,3,NA,3
2707_LeafPhotoA_2025-09-09 10_23_18.227,7.67,PI534080,3.5,NA,3.5
2708_LeafPhotoA_2025-09-09 10_24_08.898,0.39,PI642793,3,NA,3
2708_LeafPhotoA_2025-09-09 10_24_24.585,2.92,PI642793,2.5,NA,2.5
2708_LeafPhotoA_2025-09-09 10_24_40.810,4.43,PI642793,2.5,NA,2.5
2709_LeafPhotoA_2025-09-09 10_25_19.995,8.52,PI533811,3.5,NA,3.5
2709_LeafPhotoA_2025-09-09 10_25_57.484,45.96,PI533811,4.5,NA,4.5
2710_LeafPhotoA_2025-09-09 10_26_45.232,0.56,PI533781,2.5,NA,2.5
2710_LeafPhotoA_2025-09-09 10_27_29.805,6.35,PI533781,3.5,NA,3.5
2711_LeafPhotoA_2025-09-09 10_28_05.879,5.73,PI533968,3.5,NA,3.5
2711_LeafPhotoA_2025-09-09 10_28_23.854,7.51,PI533968,2.5,2.5,2.5
2711_LeafPhotoA_2025-09-09 10_28_38.011,0.5,PI533968,3,NA,3
2712_LeafPhotoA_2025-09-09 10_29_53.397,2.25,PI533830,2.5,NA,2.5
2712_LeafPhotoA_2025-09-09 10_30_09.638,23.42,PI533830,4,NA,4
2712_LeafPhotoA_2025-09-09 10_30_21.843,20.26,PI533830,4.5,NA,4.5
2713_LeafPhotoA_2025-09-09 10_31_30.088,5.42,PI534098,3,NA,3
2713_LeafPhotoA_2025-09-09 10_31_44.153,3.94,PI534098,3,NA,3
2713_LeafPhotoA_2025-09-09 10_31_56.708,33.9,PI534098,4.5,NA,4.5
2714_LeafPhotoA_2025-09-09 10_33_10.614,42.85,PI656047,4.5,NA,4.5
2714_LeafPhotoA_2025-09-09 10_33_23.388,0.02,PI656047,2.5,NA,2.5
2714_LeafPhotoA_2025-09-09 10_33_32.644,25.1,PI656047,4.5,NA,4.5
2715_LeafPhotoA_2025-09-09 10_34_25.383,14.11,PI533782,3,3.5,3.25
2715_LeafPhotoA_2025-09-09 10_34_37.745,16.68,PI533782,4,NA,4
2715_LeafPhotoA_2025-09-09 10_34_49.690,0.81,PI533782,2,2.5,2.25
2716_LeafPhotoA_2025-09-09 10_35_24.174,6.37,PI597972,3.5,NA,3.5
2716_LeafPhotoA_2025-09-09 10_35_36.382,2.36,PI597972,2.5,3,2.75
2716_LeafPhotoA_2025-09-09 10_35_46.540,1,PI597972,3.5,NA,3.5
2717_LeafPhotoA_2025-09-09 10_36_27.604,37.5,SC0409,4.5,NA,4.5
2717_LeafPhotoA_2025-09-09 10_36_42.002,27.08,SC0409,4.5,4.5,4.5
2717_LeafPhotoA_2025-09-09 10_36_52.862,4.06,SC0409,3,3.5,3.25
2718_LeafPhotoA_2025-09-09 10_37_49.577,2.23,PI534067,3,NA,3
2718_LeafPhotoA_2025-09-09 10_38_02.718,11.91,PI534067,3.5,NA,3.5
2718_LeafPhotoA_2025-09-09 10_38_17.523,1.02,PI534067,3,NA,3
2719_LeafPhotoA_2025-09-09 10_39_13.141,2.85,SC0848,3,NA,3
2719_LeafPhotoA_2025-09-09 10_39_28.624,23.61,SC0848,3.5,NA,3.5
2719_LeafPhotoA_2025-09-09 10_39_58.608,3.21,SC0848,3.5,NA,3.5
2720_LeafPhotoA_2025-09-09 10_40_32.940,1.03,NA,3,NA,3
2720_LeafPhotoA_2025-09-09 10_40_48.988,3.34,NA,1,NA,1
2720_LeafPhotoA_2025-09-09 10_41_05.392,0.48,NA,2.5,NA,2.5
2721_LeafPhotoA_2025-09-09 10_41_55.885,0.03,PI576375,2,NA,2
2721_LeafPhotoA_2025-09-09 10_42_14.365,14.97,PI576375,4,NA,4
2721_LeafPhotoA_2025-09-09 10_42_26.993,62.94,PI576375,5,NA,5
2722_LeafPhotoA_2025-09-09 10_43_15.446,54.51,SC0551,4.5,NA,4.5
2722_LeafPhotoA_2025-09-09 10_43_28.841,16.6,SC0551,3,4,3.5
2722_LeafPhotoA_2025-09-09 10_43_40.267,26.53,SC0551,4,NA,4
2723_LeafPhotoA_2025-09-09 10_44_34.871,10.48,PI534082,3,3.5,3.25
2723_LeafPhotoA_2025-09-09 10_44_59.309,29.57,PI534082,3,NA,3
2723_LeafPhotoA_2025-09-09 10_45_15.256,10.86,PI534082,4,NA,4
2724_LeafPhotoA_2025-09-09 10_46_14.817,13.72,PI656024,3.5,NA,3.5
2724_LeafPhotoA_2025-09-09 10_46_27.417,3.42,PI656024,2,1.5,1.75
2724_LeafPhotoA_2025-09-09 10_46_37.811,44.84,PI656024,4.5,NA,4.5
2725_LeafPhotoA_2025-09-09 10_47_13.768,0.95,PI533762,2.5,NA,2.5
2725_LeafPhotoA_2025-09-09 10_47_23.194,1.13,PI533762,3,NA,3
2725_LeafPhotoA_2025-09-09 10_47_31.497,0.29,PI533762,2,NA,2
2726_LeafPhotoA_2025-09-09 10_48_21.312,0,PI561071,1.5,NA,1.5
2726_LeafPhotoA_2025-09-09 10_48_35.000,0,PI561071,1,NA,1
2726_LeafPhotoA_2025-09-09 10_48_47.560,0,PI561071,1,NA,1
2727_LeafPhotoA_2025-09-09 10_49_43.175,3.41,SC0999,2.5,NA,2.5
2727_LeafPhotoA_2025-09-09 10_49_54.377,0.38,SC0999,3.5,NA,3.5
2727_LeafPhotoA_2025-09-09 10_50_03.069,1.13,SC0999,3,NA,3
2728_LeafPhotoA_2025-09-09 10_52_13.946,5.71,PI655981,3,3.5,3.25
2728_LeafPhotoA_2025-09-09 10_52_22.764,0.33,PI655981,2.5,NA,2.5
2729_LeafPhotoA_2025-09-09 10_55_26.872,4.06,PI534090,2.5,3,2.75
2729_LeafPhotoA_2025-09-09 10_55_43.588,19.83,PI534090,4.5,3.5,4
2730_LeafPhotoA_2025-09-09 10_53_50.334,0.1,PI533857,2,NA,2
2730_LeafPhotoA_2025-09-09 10_54_05.796,0.09,PI533857,2,NA,2
2730_LeafPhotoA_2025-09-09 10_54_17.007,0,PI533857,2,NA,2
2731_LeafPhotoA_2025-09-09 10_56_31.988,1.98,PI576399,3.5,NA,3.5
2731_LeafPhotoA_2025-09-09 10_56_46.860,18.68,PI576399,4,NA,4
2731_LeafPhotoA_2025-09-09 10_56_57.551,0.55,PI576399,2.5,NA,2.5
2732_LeafPhotoA_2025-09-09 10_57_41.889,2.57,NA,1.5,NA,1.5
2732_LeafPhotoA_2025-09-09 10_57_56.358,0.89,NA,3.5,NA,3.5
2732_LeafPhotoA_2025-09-09 10_58_09.717,3.16,NA,3.5,NA,3.5
2733_LeafPhotoA_2025-09-09 10_59_12.603,10.84,PI534100,4,NA,4
2733_LeafPhotoA_2025-09-09 10_59_34.111,5.13,PI534100,3.5,3.5,3.5
2733_LeafPhotoA_2025-09-09 10_59_51.732,5.5,PI534100,3,NA,3
2734_LeafPhotoA_2025-09-09 11_00_52.812,1.05,PI534120,2,2.5,2.25
2734_LeafPhotoA_2025-09-09 11_01_05.699,0.82,PI534120,2.5,NA,2.5
2734_LeafPhotoA_2025-09-09 11_01_18.196,0.51,PI534120,2.5,NA,2.5
2735_LeafPhotoA_2025-09-09 11_01_58.610,6.98,PI576429,4,NA,4
2735_LeafPhotoA_2025-09-09 11_02_08.041,12.71,PI576429,3.5,NA,3.5
2735_LeafPhotoA_2025-09-09 11_02_14.913,7.34,PI576429,4,NA,4
2736_LeafPhotoA_2025-09-09 11_03_06.705,0.04,PI595722,2.5,NA,2.5
2736_LeafPhotoA_2025-09-09 11_03_17.238,0.59,PI595722,2.5,3,2.75
2736_LeafPhotoA_2025-09-09 11_03_28.827,2.56,PI595722,2.5,NA,2.5
2737_LeafPhotoA_2025-09-09 11_04_04.650,14.55,PI576361,3,3.5,3.25
2737_LeafPhotoA_2025-09-09 11_04_16.447,23.75,PI576361,4,NA,4
2737_LeafPhotoA_2025-09-09 11_04_37.350,25.51,PI576361,4,NA,4
2738_LeafPhotoA_2025-09-09 11_05_25.200,2.72,PI533747,2.5,NA,2.5
2738_LeafPhotoA_2025-09-09 11_05_49.952,0.41,PI533747,2.5,NA,2.5
2739_LeafPhotoA_2025-09-09 11_06_56.509,2.39,PI533759,3.5,NA,3.5
2739_LeafPhotoA_2025-09-09 11_07_13.556,0.92,PI533759,3,NA,3
2739_LeafPhotoA_2025-09-09 11_07_26.074,0,PI533759,2.5,NA,2.5
2740_LeafPhotoA_2025-09-09 11_08_17.094,79.34,SC0864,5,NA,5
2740_LeafPhotoA_2025-09-09 11_08_33.741,23.65,SC0864,4,NA,4
2741_LeafPhotoA_2025-09-09 11_09_38.474,11.84,PI598070,4,NA,4
2741_LeafPhotoA_2025-09-09 11_10_00.470,0.07,PI598070,2.5,NA,2.5
2741_LeafPhotoA_2025-09-09 11_10_13.775,10.54,PI598070,3.5,NA,3.5
2742_LeafPhotoA_2025-09-09 11_11_30.673,12.2,PI576405,3.5,NA,3.5
2742_LeafPhotoA_2025-09-09 11_11_45.615,4.93,PI576405,3.5,NA,3.5
2742_LeafPhotoA_2025-09-09 11_11_59.314,4.57,PI576405,2.5,3,2.75
2743_LeafPhotoA_2025-09-09 11_13_20.170,2.65,SC0540,3,NA,3
2743_LeafPhotoA_2025-09-09 11_13_32.251,19.5,SC0540,4,NA,4
2744_LeafPhotoA_2025-09-09 11_14_34.359,0,PI533984,1.5,NA,1.5
2744_LeafPhotoA_2025-09-09 11_14_50.338,0.26,PI533984,2.5,NA,2.5
2744_LeafPhotoA_2025-09-09 11_15_01.877,0.53,PI533984,2.5,2,2.25
2745_LeafPhotoA_2025-09-09 11_15_51.281,0.17,PI597955,3.5,NA,3.5
2745_LeafPhotoA_2025-09-09 11_16_01.759,0.08,PI597955,3,NA,3
2745_LeafPhotoA_2025-09-09 11_16_09.864,0.03,PI597955,2,NA,2
2746_LeafPhotoA_2025-09-09 11_17_03.503,1.12,NA,2.5,NA,2.5
2746_LeafPhotoA_2025-09-09 11_17_28.647,3.87,NA,3.5,NA,3.5
2747_LeafPhotoA_2025-09-09 11_18_18.163,0.8,PI534122,3.5,NA,3.5
2747_LeafPhotoA_2025-09-09 11_18_35.315,0.36,PI534122,2.5,NA,2.5
2747_LeafPhotoA_2025-09-09 11_18_49.314,0.11,PI534122,2.5,NA,2.5
2748_LeafPhotoA_2025-09-09 11_19_26.990,12.59,PI595731,3.5,3,3.25
2748_LeafPhotoA_2025-09-09 11_19_41.557,5.33,PI595731,3,NA,3
2748_LeafPhotoA_2025-09-09 11_19_58.528,31.47,PI595731,3.5,NA,3.5
2749_LeafPhotoA_2025-09-09 11_20_42.639,42.92,PI576415,4.5,NA,4.5
2750_LeafPhotoA_2025-09-09 11_21_31.376,0.16,PI656010,2,1.5,1.75
2750_LeafPhotoA_2025-09-09 11_21_43.490,0.31,PI656010,2.5,NA,2.5
2750_LeafPhotoA_2025-09-09 11_21_52.462,0,PI656010,1.5,1.5,1.5
2751_LeafPhotoA_2025-09-09 16_38_31.126,0.05,PI533996,2,NA,2
2751_LeafPhotoA_2025-09-09 16_38_59.540,0.04,PI533996,3,NA,3
2751_LeafPhotoA_2025-09-09 16_39_34.979,0.02,PI533996,2.5,NA,2.5
2752_LeafPhotoA_2025-09-09 16_36_56.388,0.01,PI534113,1.5,NA,1.5
2752_LeafPhotoA_2025-09-09 16_37_21.179,0.05,PI534113,3,NA,3
2752_LeafPhotoA_2025-09-09 16_37_44.997,0.02,PI534113,2.5,NA,2.5
2753_LeafPhotoA_2025-09-09 16_34_11.347,0.04,NA,1.5,NA,1.5
2753_LeafPhotoA_2025-09-09 16_34_45.623,0.16,NA,2,NA,2
2753_LeafPhotoA_2025-09-09 16_35_37.933,0,NA,1.5,NA,1.5
2754_LeafPhotoA_2025-09-09 16_30_38.228,0.01,PI595718,2,NA,2
2754_LeafPhotoA_2025-09-09 16_31_47.067,0.06,PI595718,2.5,NA,2.5
2754_LeafPhotoA_2025-09-09 16_33_23.221,0.03,PI595718,2.5,NA,2.5
2755_LeafPhotoA_2025-09-09 16_28_33.930,0,PI533929,1,1,1
2755_LeafPhotoA_2025-09-09 16_29_05.777,0,PI533929,1.5,NA,1.5
2755_LeafPhotoA_2025-09-09 16_29_42.604,0,PI533929,1,NA,1
2756_LeafPhotoA_2025-09-09 16_26_24.147,0.18,PI656055,2.5,NA,2.5
2756_LeafPhotoA_2025-09-09 16_26_59.634,0.01,PI656055,1.5,NA,1.5
2756_LeafPhotoA_2025-09-09 16_27_37.923,0,PI656055,1.5,1,1.25
2757_LeafPhotoA_2025-09-09 16_24_21.228,0.07,PI534121,2,NA,2
2757_LeafPhotoA_2025-09-09 16_24_49.829,0.02,PI534121,1.5,NA,1.5
